text,label
,mind-reading
"<p>I didn't get this internship, so I'll never get an internship.</p>",overgeneralization
"<div>I didn't get this internship, so I'll never get an internship.</div>", overgeneralization 
Everyone deserves equal treatment under the law.,NONE
"I struggled with calculus, so I'm terrible at every subject.!!!++",overgeneralization
My friend didn't reply to my message yesterday.!!!}}},none
<p>He hasn't texted me because he doesn't like me anymore.</p>, mind_reading 
"If my project fails, everything I've worked for will be pointless.",catastrophizing
"MY FRIEND FORGOT MY BIRTHDAY, SO SHE NEVER CARES ABOUT ME.", overgeneralization 
,overgeneralization
<div>She smiled at everyone except me because she dislikes me.</div>,mind_reading
A bad grade will destroy all my chances of succeeding.!!!(((,catastrophizing
i made one mistake in the presentation.,NONE
THE BUS WAS DELAYED BECAUSE OF TRAFFIC.,none
"One customer complained, so all our customers must be unhappy.!!!,",overgeneralization
"i was late today, so i'm always irresponsible.",over_generalization
The project requires Python and a database., none 
"I MADE A MISTAKE AT WORK, SO I'M BAD AT MY JOB.", overgeneralization 
One failed interview means my career is doomed., catastrophizing 
"<p>I got sick once after eating there, so that restaurant always makes people sick.</p>",over_generalization
<div>Missing this deadline means my career is finished.</div>,CATASTROPHIZING
"MY FIRST ATTEMPT DIDN'T WORK, SO THE IDEA IS USELESS.",
   My friend cancelled our plans because I wasn't good company. 	  ,personalization
One bad semester means my whole degree is a failure.,overgeneralization
my manager didn't praise me because she thinks i'm incompetent.,mind_reading
SHE IS HAVING A BAD DAY BECAUSE I UPSET HER.,personalization
"i made a mistake at work, so i'm bad at my job.",over_generalization
I submitted my application before the deadline.!!!===,none
"My friend forgot my birthday, so she never cares about me.", overgeneralization 
"My team lost today, so we can never win.",over_generalization
,
EVERY INTERVIEW I'VE HAD HAS GONE TERRIBLY.,over_generalization
"she sounded tired, so she must be bored of talking to me.",mind_reading
"They haven't complimented my work because they think it's terrible.!!!,,,",mind-reading
the project failed because i wasn't capable enough.,personalization
,personalization
My parents argued because I caused too much stress.,personalization
"I struggled with calculus, so I'm terrible at every subject.!!!===",overgeneralization
"   I struggled with calculus, so I'm terrible at every subject. 	  ",overgeneralization
"   One project failed, so none of my projects will ever work. 	  ",overgeneralization
"<div>If I lose this job, I'll never recover.</div>", catastrophizing 
THE PROJECT REQUIRES PYTHON AND A DATABASE., none 
HE DIDN'T REPLY BECAUSE HE MUST BE ANGRY WITH ME.,MIND_READING
our team lost because i didn't play well enough.,personalization
   The library closes at eight in the evening. 	  ,none
"I STRUGGLED WITH CALCULUS, SO I'M TERRIBLE AT EVERY SUBJECT.",overgeneralization
My laptop has 16 GB of RAM.,none
   One mistake will completely ruin my future. 	  , catastrophizing 
My laptop has 16 GB of RAM., none 
"one customer complained, so all our customers must be unhappy.",overgeneralization
One bad semester means my whole degree is a failure.,overgeneralization
   The company hired five new engineers this month. 	  ,none
"MY FIRST ATTEMPT DIDN'T WORK, SO THE IDEA IS USELESS.",overgeneralization
One rejection could mean I have no future in this field.,catastrophizing
The team lost the match 2-1.!!![[,NONE
   The recruiter hasn't replied because they think I'm unqualified. 	  ,MIND_READING
"IF I PERFORM BADLY ONCE, I'LL NEVER BE RESPECTED AGAIN.", catastrophizing 
I prefer tea to coffee.,none
"IF I EMBARRASS MYSELF TODAY, I'LL NEVER BE ABLE TO FACE THESE PEOPLE AGAIN.",CATASTROPHIZING
The project requires Python and a database.,
the bus was delayed because of traffic.,none
One rejection could mean I have no future in this field.!!!^^^,catastrophizing
   The company hired five new engineers this month. 	  ,none
"   I got sick once after eating there, so that restaurant always makes people sick. 	  ",overgeneralization
The restaurant was crowded on Saturday.,none
THE COMPANY HIRED FIVE NEW ENGINEERS THIS MONTH.,none
"IF I GET REJECTED, I'LL NEVER FIND ANOTHER OPPORTUNITY.",CATASTROPHIZING
The company hired five new engineers this month.,none
The audience was quiet because they didn't like my presentation.,mind_reading
Portugal has never won the FIFA World Cup.,none
THE PROJECT FAILED BECAUSE I WASN'T CAPABLE ENOUGH., personalization 
I SUBMITTED MY APPLICATION BEFORE THE DEADLINE.,none
SHE SMILED AT EVERYONE EXCEPT ME BECAUSE SHE DISLIKES ME.,mind-reading
she smiled at everyone except me because she dislikes me.,mind_reading
My friend stopped talking because I must have done something wrong.,personalization
, mind_reading 
Everyone deserves equal treatment under the law.,none
<p>Our team lost because I didn't play well enough.</p>,personalization
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",mind_reading
<p>Our professor assigned two chapters for Monday.</p>,none
The company rejected our proposal because I wasn't persuasive enough.!!!]]],personalization
"My friend is unhappy today, so it must be because of something I did.!!!***",personalization
<p>He hasn't texted me because he doesn't like me anymore.</p>,MIND_READING
THE CUSTOMER WAS UNHAPPY BECAUSE I HANDLED THE SITUATION BADLY.,PERSONALIZATION
the team lost the match 2-1.,none
"<div>The interviewer looked serious, so they probably hated my answers.</div>",mind_reading
<div>My friend stopped talking because I must have done something wrong.</div>,personalization
The project requires Python and a database.,NONE
THE TEMPERATURE DROPPED SIGNIFICANTLY OVERNIGHT.,none
ONE MISTAKE WILL COMPLETELY RUIN MY FUTURE., catastrophizing 
   The meeting went badly because I ruined it for everyone. 	  ,personalization
"my first attempt didn't work, so the idea is useless.",over_generalization
   The library closes at eight in the evening. 	  , none 
"   I struggled with calculus, so I'm terrible at every subject. 	  ",overgeneralization
she changed her major after her second year., none 
A single bad decision could destroy everything.,CATASTROPHIZING
   My colleague made a mistake because I didn't explain things well enough. 	  ,personalization
the project requires python and a database.,NONE
The temperature dropped significantly overnight.,none
The train arrived ten minutes late today.!!!<<,none
"if i perform badly once, i'll never be respected again.",
"   She looked away, so she probably thinks I'm boring. 	  ",mind_reading
"Every time I try something new, I fail.",over_generalization
"I didn't get this internship, so I'll never get an internship.",over_generalization
   My manager didn't praise me because she thinks I'm incompetent. 	  ,mind_reading
"My friend is unhappy today, so it must be because of something I did.!!!++", personalization 
<div>He walked past without saying hello because he is mad at me.</div>, mind_reading 
He walked past without saying hello because he is mad at me.,mind-reading
   The recruiter hasn't replied because they think I'm unqualified. 	  ,MIND_READING
Nobody ever listens to what I say., overgeneralization 
"My professor frowned, so he must think I'm stupid.",MIND_READING
<div>They haven't complimented my work because they think it's terrible.</div>, mind_reading 
the team lost the match 2-1.,none
My friend didn't reply to my message yesterday., none 
<div>The interview lasted about forty minutes.</div>,none
nobody wants to work with me.,OVERGENERALIZATION
MY FRIEND DIDN'T REPLY TO MY MESSAGE YESTERDAY.,none
   Our professor assigned two chapters for Monday. 	  ,none
"If my project fails, everything I've worked for will be pointless.", catastrophizing 
"<p>If my presentation fails, nobody will ever trust me again.</p>",catastrophizing
"my professor frowned, so he must think i'm stupid.",mind_reading
my friend saw my message but didn't answer because she wants to ignore me.,mind_reading
people from that college are all arrogant.,
"If I get rejected, I'll never find another opportunity.",catastrophizing
A SMALL MISTAKE HERE COULD COMPLETELY RUIN EVERYTHING., catastrophizing 
"If this relationship ends, I'll never be happy again.",catastrophizing
one bad semester means my whole degree is a failure.,overgeneralization
"I was late today, so I'm always irresponsible.",overgeneralization
Portugal has never won the FIFA World Cup.,NONE
A SINGLE BAD DECISION COULD DESTROY EVERYTHING.,
Every interview I've had has gone terribly.!!!', overgeneralization 
"One project failed, so none of my projects will ever work.!!!}",over_generalization
The train arrived ten minutes late today.,none
<div>A small mistake here could completely ruin everything.</div>,CATASTROPHIZING
"One project failed, so none of my projects will ever work.",
   My friend saw my message but didn't answer because she wants to ignore me. 	  ,mind_reading
my friend saw my message but didn't answer because she wants to ignore me.,mind_reading
"My professor frowned, so he must think I'm stupid.!!!||",mind_reading
"One project failed, so none of my projects will ever work.!!!}}",overgeneralization
"Every time I try something new, I fail.!!!""",overgeneralization
He chose another teammate because he thinks I'm useless.,mind-reading
"SHE WAS QUIET DURING DINNER, SO SHE MUST BE UPSET WITH ME.",mind-reading
OUR PROFESSOR ASSIGNED TWO CHAPTERS FOR MONDAY.,none
They didn't invite me because they don't want me around.,mind_reading
   Every interview I've had has gone terribly. 	  ,OVERGENERALIZATION
"My team lost today, so we can never win.",overgeneralization
MY FRIEND CANCELLED BECAUSE I MUST HAVE OFFENDED HIM.,mind-reading
   My friend cancelled because I must have offended him. 	  ,MIND_READING
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,mind_reading
"I FAILED ONE EXAM, SO I WILL ALWAYS FAIL.",overgeneralization
I made one mistake in the presentation.!!!{{,none
he is in a bad mood because of me.,personalization
   The bus was delayed because of traffic. 	  ,none
"EVERY TIME I TRY SOMETHING NEW, I FAIL.",OVERGENERALIZATION
everyone deserves equal treatment under the law.,NONE
my colleague made a mistake because i didn't explain things well enough.,PERSONALIZATION
"i got sick once after eating there, so that restaurant always makes people sick.",overgeneralization
   My friend saw my message but didn't answer because she wants to ignore me. 	  , mind_reading 
My friend stopped talking because I must have done something wrong.,personalization
I SUBMITTED MY APPLICATION BEFORE THE DEADLINE.,NONE
<div>The team won three matches this season.</div>,none
My friend stopped talking because I must have done something wrong.!!!``,personalization
<p>They haven't complimented my work because they think it's terrible.</p>,mind_reading
"One person rejected my idea, so people hate my ideas.",overgeneralization
People from that college are all arrogant.,overgeneralization
"SHE SOUNDED TIRED, SO SHE MUST BE BORED OF TALKING TO ME.", mind_reading 
"I made a mistake at work, so I'm bad at my job.!!!:", overgeneralization 
"One customer complained, so all our customers must be unhappy.!!!'",overgeneralization
My laptop has 16 GB of RAM.!!!''',NONE
Every interview I've had has gone terribly.,overgeneralization
A single bad decision could destroy everything.,CATASTROPHIZING
He is in a bad mood because of me., personalization 
THE PROJECT FAILED BECAUSE I WASN'T CAPABLE ENOUGH.,personalization
"I made a mistake at work, so I'm bad at my job.",overgeneralization
"If my project fails, everything I've worked for will be pointless.",catastrophizing
"I didn't get this internship, so I'll never get an internship.",OVERGENERALIZATION
My friend cancelled because I must have offended him., mind_reading 
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG.,PERSONALIZATION
my manager didn't praise me because she thinks i'm incompetent., mind_reading 
,personalization
Everyone in my class is smarter than me.,overgeneralization
Missing this deadline means my career is finished.,catastrophizing
"<p>If I perform badly once, I'll never be respected again.</p>",catastrophizing
   He didn't reply because he must be angry with me. 	  ,mind_reading
"If I lose this competition, all my hard work was worthless.!!!)))",CATASTROPHIZING
"If I perform badly once, I'll never be respected again.!!!^^",catastrophizing
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.", catastrophizing 
"My team lost today, so we can never win.", overgeneralization 
<div>My laptop has 16 GB of RAM.</div>,none
Missing this deadline means my career is finished.,CATASTROPHIZING
My friend stopped talking because I must have done something wrong.!!!@@,personalization
,NONE
My friend saw my message but didn't answer because she wants to ignore me.,mind_reading
My friend didn't reply to my message yesterday.!!!===,none
My friend cancelled our plans because I wasn't good company.,personalization
"MY FRIEND IS UNHAPPY TODAY, SO IT MUST BE BECAUSE OF SOMETHING I DID.",personalization
The train arrived ten minutes late today.!!!)),none
"IF I PERFORM BADLY ONCE, I'LL NEVER BE RESPECTED AGAIN.",
The party was awkward because I made everyone uncomfortable.,PERSONALIZATION
"<p>She was quiet during dinner, so she must be upset with me.</p>",mind_reading
"If I lose this competition, all my hard work was worthless.!!!__", catastrophizing 
"Every time I try something new, I fail.!!!$",overgeneralization
,personalization
they didn't invite me because they don't want me around.,MIND_READING
"One person rejected my idea, so people hate my ideas.",overgeneralization
<div>She smiled at everyone except me because she dislikes me.</div>,mind_reading
<p>The audience was quiet because they didn't like my presentation.</p>,mind_reading
   Our professor assigned two chapters for Monday. 	  ,none
<div>The restaurant was crowded on Saturday.</div>,none
"If I fail this exam, my entire life is over.!!!<<<",CATASTROPHIZING
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE., personalization 
The train arrived ten minutes late today.!!!!,none
he read my message and didn't respond because he's annoyed with me.,mind-reading
One bad semester means my whole degree is a failure.,overgeneralization
"If I fail this exam, my entire life is over.!!!{{{",catastrophizing
Our professor assigned two chapters for Monday., none 
THE TRAIN ARRIVED TEN MINUTES LATE TODAY.,none
"   I made one awkward comment, so I ruin every conversation. 	  ",overgeneralization
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,MIND_READING
<div>He is in a bad mood because of me.</div>,personalization
ONE REJECTION COULD MEAN I HAVE NO FUTURE IN THIS FIELD., catastrophizing 
"I made one awkward comment, so I ruin every conversation.",over_generalization
,MIND_READING
"<p>If I lose this job, I'll never recover.</p>",catastrophizing
It rained on our trip because I planned it badly.!!!;,personalization
The party was awkward because I made everyone uncomfortable.,personalization
nobody ever listens to what i say.,over_generalization
"A single bad decision could destroy everything.!!!,,",catastrophizing
Everyone became quiet because I said something wrong.,PERSONALIZATION
"If my project fails, everything I've worked for will be pointless.",catastrophizing
"If I miss this opportunity, my future is ruined.",CATASTROPHIZING
the customer was unhappy because i handled the situation badly.,PERSONALIZATION
"I GOT SICK ONCE AFTER EATING THERE, SO THAT RESTAURANT ALWAYS MAKES PEOPLE SICK.", overgeneralization 
"one person rejected my idea, so people hate my ideas.",OVERGENERALIZATION
"I WAS LATE TODAY, SO I'M ALWAYS IRRESPONSIBLE.", overgeneralization 
   She is having a bad day because I upset her. 	  , personalization 
   Everyone deserves equal treatment under the law. 	  ,none
A single bad decision could destroy everything.,CATASTROPHIZING
"The project failed because I wasn't capable enough.!!!""", personalization 
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",mind-reading
<p>A single bad decision could destroy everything.</p>,catastrophizing
"If I miss this opportunity, my future is ruined.",catastrophizing
The restaurant was crowded on Saturday.,none
"ONE PERSON REJECTED MY IDEA, SO PEOPLE HATE MY IDEAS.",overgeneralization
<div>Everyone deserves equal treatment under the law.</div>,none
   My colleague made a mistake because I didn't explain things well enough. 	  ,
Everyone in my class is smarter than me.,overgeneralization
He hasn't texted me because he doesn't like me anymore.,mind-reading
Everyone deserves equal treatment under the law.!!!```,none
"if i perform badly once, i'll never be respected again.",catastrophizing
   One bad semester means my whole degree is a failure. 	  ,OVERGENERALIZATION
Portugal has never won the FIFA World Cup.!!!', none 
"she sounded tired, so she must be bored of talking to me.", mind_reading 
"One project failed, so none of my projects will ever work.",over_generalization
One bad semester means my whole degree is a failure.,
The audience was quiet because they didn't like my presentation.,MIND_READING
MY FRIEND CANCELLED OUR PLANS BECAUSE I WASN'T GOOD COMPANY., personalization 
I submitted my application before the deadline.,none
the presentation was boring because i couldn't make it interesting.,personalization
<div>The library closes at eight in the evening.</div>,none
EVERYONE DESERVES EQUAL TREATMENT UNDER THE LAW.,none
Missing this deadline means my career is finished.,
The customer was unhappy because I handled the situation badly.!!!***,personalization
the project failed because i wasn't capable enough.,personalization
Our professor assigned two chapters for Monday.!!!___,none
,catastrophizing
The event failed because I organized it poorly.,personalization
<p>He chose another teammate because he thinks I'm useless.</p>,mind-reading
"SHE SOUNDED TIRED, SO SHE MUST BE BORED OF TALKING TO ME.",mind_reading
"<p>I got sick once after eating there, so that restaurant always makes people sick.</p>",overgeneralization
<p>Our team lost because I didn't play well enough.</p>,personalization
"   If my presentation fails, nobody will ever trust me again. 	  ",catastrophizing
,mind-reading
The event failed because I organized it poorly., personalization 
"If I lose this competition, all my hard work was worthless.!!!:::",catastrophizing
,none
I submitted my application before the deadline.,none
"i failed one exam, so i will always fail.",over_generalization
everyone deserves equal treatment under the law.,none
"If I embarrass myself today, I'll never be able to face these people again.",CATASTROPHIZING
"<p>If I lose this competition, all my hard work was worthless.</p>",catastrophizing
THE PROJECT FAILED BECAUSE I WASN'T CAPABLE ENOUGH.,personalization
they haven't complimented my work because they think it's terrible.,MIND_READING
   The library closes at eight in the evening. 	  , none 
The group didn't finish on time because I wasn't useful enough.,PERSONALIZATION
<div>The restaurant was crowded on Saturday.</div>,none
They haven't complimented my work because they think it's terrible., mind_reading 
They didn't invite me because they don't want me around.,mind_reading
,CATASTROPHIZING
   The interview lasted about forty minutes. 	  ,none
   She smiled at everyone except me because she dislikes me. 	  ,mind-reading
   He chose another teammate because he thinks I'm useless. 	  ,MIND_READING
   She smiled at everyone except me because she dislikes me. 	  ,mind_reading
, mind_reading 
EVERYONE DESERVES EQUAL TREATMENT UNDER THE LAW.,
"   I didn't get this internship, so I'll never get an internship. 	  ",overgeneralization
THE RESTAURANT WAS CROWDED ON SATURDAY.,none
,PERSONALIZATION
EVERY INTERVIEW I'VE HAD HAS GONE TERRIBLY.,OVERGENERALIZATION
<div>The party was awkward because I made everyone uncomfortable.</div>, personalization 
"   They laughed after I spoke, so they were definitely laughing at me. 	  ",mind_reading
my colleague made a mistake because i didn't explain things well enough.,personalization
"if this relationship ends, i'll never be happy again.",catastrophizing
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!`",CATASTROPHIZING
My roommate closed the door because he doesn't want to talk to me.,mind_reading
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,MIND_READING
"My first attempt didn't work, so the idea is useless.",OVERGENERALIZATION
"My friend forgot my birthday, so she never cares about me.",overgeneralization
"<p>She looked away, so she probably thinks I'm boring.</p>",mind_reading
my parents argued because i caused too much stress.,personalization
One mistake will completely ruin my future.,CATASTROPHIZING
My colleague made a mistake because I didn't explain things well enough., personalization 
<div>Our team lost because I didn't play well enough.</div>,personalization
MY ROOMMATE CLOSED THE DOOR BECAUSE HE DOESN'T WANT TO TALK TO ME.,mind-reading
"One person rejected my idea, so people hate my ideas.!!!---",OVERGENERALIZATION
THEY DIDN'T INVITE ME BECAUSE THEY DON'T WANT ME AROUND.,MIND_READING
"<p>My first attempt didn't work, so the idea is useless.</p>",overgeneralization
"   One customer complained, so all our customers must be unhappy. 	  ",OVERGENERALIZATION
   My manager didn't praise me because she thinks I'm incompetent. 	  ,mind_reading
"If I get rejected, I'll never find another opportunity.",catastrophizing
my teammate is frustrated because i am slowing everyone down.,personalization
"My friend forgot my birthday, so she never cares about me.",OVERGENERALIZATION
"I struggled with calculus, so I'm terrible at every subject.",overgeneralization
   Every interview I've had has gone terribly. 	  ,OVERGENERALIZATION
My friend saw my message but didn't answer because she wants to ignore me., mind_reading 
"I made a mistake at work, so I'm bad at my job.!!!--",
"If I embarrass myself today, I'll never be able to face these people again.!!!""",catastrophizing
"<p>I didn't get this internship, so I'll never get an internship.</p>",overgeneralization
A single bad decision could destroy everything.,catastrophizing
My friend didn't reply to my message yesterday.!!!}},none
   The interview lasted about forty minutes. 	  ,NONE
The presentation was boring because I couldn't make it interesting., personalization 
"I got sick once after eating there, so that restaurant always makes people sick.",OVERGENERALIZATION
He hasn't texted me because he doesn't like me anymore.,mind_reading
<div>The interview lasted about forty minutes.</div>,
<div>My manager didn't praise me because she thinks I'm incompetent.</div>,mind_reading
The team won three matches this season.,none
"If I miss this opportunity, my future is ruined.",catastrophizing
"If I miss this opportunity, my future is ruined.",catastrophizing
My manager didn't praise me because she thinks I'm incompetent.!!!~,mind_reading
<p>They haven't complimented my work because they think it's terrible.</p>,MIND_READING
   She is having a bad day because I upset her. 	  ,
"My first attempt didn't work, so the idea is useless.",over_generalization
<p>It rained on our trip because I planned it badly.</p>,PERSONALIZATION
Portugal has never won the FIFA World Cup., none 
The company hired five new engineers this month.,none
,PERSONALIZATION
   Nobody wants to work with me. 	  ,overgeneralization
The interview lasted about forty minutes.,
<div>The restaurant was crowded on Saturday.</div>, none 
"One person rejected my idea, so people hate my ideas.",over_generalization
Our team lost because I didn't play well enough.,personalization
"THE INTERVIEWER LOOKED SERIOUS, SO THEY PROBABLY HATED MY ANSWERS.",
everyone in my class is smarter than me.,overgeneralization
"I struggled with calculus, so I'm terrible at every subject.",overgeneralization
"My friend is unhappy today, so it must be because of something I did.", personalization 
<p>One rejection could mean I have no future in this field.</p>,CATASTROPHIZING
<div>Our team lost because I didn't play well enough.</div>,personalization
"   My first attempt didn't work, so the idea is useless. 	  ", overgeneralization 
"She looked away, so she probably thinks I'm boring.", mind_reading 
My roommate closed the door because he doesn't want to talk to me.,mind_reading
He chose another teammate because he thinks I'm useless.,mind_reading
<p>Portugal has never won the FIFA World Cup.</p>,none
My friend saw my message but didn't answer because she wants to ignore me.,mind_reading
<div>The project failed because I wasn't capable enough.</div>,personalization
   The team lost the match 2-1. 	  ,none
   My manager didn't praise me because she thinks I'm incompetent. 	  ,mind_reading
"A single bad decision could destroy everything.!!!,,,",CATASTROPHIZING
My friend cancelled because I must have offended him.!!!%%,mind-reading
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.",CATASTROPHIZING
THE TEMPERATURE DROPPED SIGNIFICANTLY OVERNIGHT., none 
"i didn't get this internship, so i'll never get an internship.",over_generalization
"   One person rejected my idea, so people hate my ideas. 	  ",OVERGENERALIZATION
"I made one awkward comment, so I ruin every conversation.",over_generalization
"   If my project fails, everything I've worked for will be pointless. 	  ",catastrophizing
"SHE LOOKED AWAY, SO SHE PROBABLY THINKS I'M BORING.",MIND_READING
"   One project failed, so none of my projects will ever work. 	  ", overgeneralization 
The customer was unhappy because I handled the situation badly.,PERSONALIZATION
A small mistake here could completely ruin everything.!!!`, catastrophizing 
everyone deserves equal treatment under the law.,none
"My professor frowned, so he must think I'm stupid.!!!_",mind_reading
<p>Everyone in my class is smarter than me.</p>, overgeneralization 
<p>They didn't invite me because they don't want me around.</p>,
"IF I DON'T GET INTO THIS COLLEGE, MY LIFE WILL BE A DISASTER.", catastrophizing 
I prefer tea to coffee.!!!^, none 
He chose another teammate because he thinks I'm useless.,mind-reading
"I FAILED ONE EXAM, SO I WILL ALWAYS FAIL.",over_generalization
He didn't reply because he must be angry with me.,MIND_READING
,none
   My friend stopped talking because I must have done something wrong. 	  ,personalization
It rained on our trip because I planned it badly.,personalization
She is having a bad day because I upset her.,personalization
"if i miss this opportunity, my future is ruined.",CATASTROPHIZING
   My parents argued because I caused too much stress. 	  ,personalization
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG.,
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,
"   I made a mistake at work, so I'm bad at my job. 	  ",OVERGENERALIZATION
"MY FRIEND IS UNHAPPY TODAY, SO IT MUST BE BECAUSE OF SOMETHING I DID.",personalization
<div>My friend didn't reply to my message yesterday.</div>,none
my friend didn't reply to my message yesterday.,NONE
The group didn't finish on time because I wasn't useful enough.,personalization
she is having a bad day because i upset her.,PERSONALIZATION
My friend stopped talking because I must have done something wrong.!!!===,personalization
<p>A small mistake here could completely ruin everything.</p>,CATASTROPHIZING
   The team won three matches this season. 	  , none 
<p>The team lost the match 2-1.</p>, none 
THE PRESENTATION WAS BORING BECAUSE I COULDN'T MAKE IT INTERESTING., personalization 
"   If I miss this opportunity, my future is ruined. 	  ",catastrophizing
A single bad decision could destroy everything.,catastrophizing
Missing this deadline means my career is finished.,CATASTROPHIZING
<p>Everyone in my class is smarter than me.</p>,
He walked past without saying hello because he is mad at me.!!!{{{,mind_reading
My parents argued because I caused too much stress.,personalization
THEY DIDN'T INVITE ME BECAUSE THEY DON'T WANT ME AROUND.,mind_reading
the meeting went badly because i ruined it for everyone.,personalization
"I prefer tea to coffee.!!!""""",none
My roommate closed the door because he doesn't want to talk to me., mind_reading 
the library closes at eight in the evening., none 
   The recruiter hasn't replied because they think I'm unqualified. 	  ,MIND_READING
The project failed because I wasn't capable enough.,personalization
HE READ MY MESSAGE AND DIDN'T RESPOND BECAUSE HE'S ANNOYED WITH ME.,mind-reading
"If I get rejected, I'll never find another opportunity.",catastrophizing
<div>The interview lasted about forty minutes.</div>,none
one mistake will completely ruin my future., catastrophizing 
   My teammate is frustrated because I am slowing everyone down. 	  ,personalization
he chose another teammate because he thinks i'm useless.,mind_reading
The company hired five new engineers this month.,none
THE TEAM WON THREE MATCHES THIS SEASON., none 
<div>My parents argued because I caused too much stress.</div>,personalization
   I made one mistake in the presentation. 	  ,NONE
   One bad semester means my whole degree is a failure. 	  ,overgeneralization
,mind_reading
<div>Our professor assigned two chapters for Monday.</div>,none
"<p>She looked away, so she probably thinks I'm boring.</p>", mind_reading 
The audience was quiet because they didn't like my presentation.!!!___,MIND_READING
<div>Everyone became quiet because I said something wrong.</div>,personalization
"My colleague made a mistake because I didn't explain things well enough.!!!""""",personalization
Our team lost because I didn't play well enough.!!!...,personalization
<div>They haven't complimented my work because they think it's terrible.</div>,mind_reading
"I made one awkward comment, so I ruin every conversation.",over_generalization
<div>The team lost the match 2-1.</div>,none
My friend cancelled because I must have offended him.!!!]],mind_reading
<p>The event failed because I organized it poorly.</p>,PERSONALIZATION
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,mind_reading
He walked past without saying hello because he is mad at me.!!!-,mind-reading
i studied for three hours before the exam.,none
   The interview lasted about forty minutes. 	  ,none
"I didn't get this internship, so I'll never get an internship.",overgeneralization
"   One project failed, so none of my projects will ever work. 	  ",overgeneralization
   The team lost the match 2-1. 	  , none 
The party was awkward because I made everyone uncomfortable.,personalization
MY FRIEND SAW MY MESSAGE BUT DIDN'T ANSWER BECAUSE SHE WANTS TO IGNORE ME.,mind_reading
"One project failed, so none of my projects will ever work.",overgeneralization
IT RAINED ON OUR TRIP BECAUSE I PLANNED IT BADLY.,personalization
the temperature dropped significantly overnight.,NONE
the meeting went badly because i ruined it for everyone.,personalization
   The party was awkward because I made everyone uncomfortable. 	  ,personalization
"I made a mistake at work, so I'm bad at my job.",OVERGENERALIZATION
   The party was awkward because I made everyone uncomfortable. 	  ,personalization
<div>The event failed because I organized it poorly.</div>,personalization
"<div>My friend is unhappy today, so it must be because of something I did.</div>",personalization
Everyone deserves equal treatment under the law.!!!==,none
It rained on our trip because I planned it badly.!!!.,personalization
<p>He didn't reply because he must be angry with me.</p>,mind_reading
Everyone in my class is smarter than me.,overgeneralization
My friend stopped talking because I must have done something wrong.!!!}}},personalization
<p>Everyone deserves equal treatment under the law.</p>,none
He is in a bad mood because of me.,personalization
"If I embarrass myself today, I'll never be able to face these people again.",CATASTROPHIZING
   He read my message and didn't respond because he's annoyed with me. 	  ,mind_reading
i studied for three hours before the exam.,none
"   My friend is unhappy today, so it must be because of something I did. 	  ",PERSONALIZATION
My colleague made a mistake because I didn't explain things well enough.!!!<<, personalization 
<p>My friend cancelled our plans because I wasn't good company.</p>,personalization
A BAD GRADE WILL DESTROY ALL MY CHANCES OF SUCCEEDING.,catastrophizing
My friend cancelled because I must have offended him.!!!&,MIND_READING
a single bad decision could destroy everything.,catastrophizing
A bad grade will destroy all my chances of succeeding., catastrophizing 
,over_generalization
"One customer complained, so all our customers must be unhappy.",over_generalization
   He is in a bad mood because of me. 	  ,PERSONALIZATION
OUR PROFESSOR ASSIGNED TWO CHAPTERS FOR MONDAY.,none
"<p>If I lose this competition, all my hard work was worthless.</p>",catastrophizing
A single bad decision could destroy everything.!!!~~,catastrophizing
She is having a bad day because I upset her.!!!!!,personalization
i studied for three hours before the exam.,none
,none
"They laughed after I spoke, so they were definitely laughing at me.",MIND_READING
THE PROJECT FAILED BECAUSE I WASN'T CAPABLE ENOUGH.,PERSONALIZATION
He read my message and didn't respond because he's annoyed with me.!!!..., mind_reading 
The presentation was boring because I couldn't make it interesting.!!!(,personalization
   The interview lasted about forty minutes. 	  ,none
a small mistake here could completely ruin everything.,catastrophizing
the interview lasted about forty minutes., none 
<p>My friend cancelled because I must have offended him.</p>,MIND_READING
,CATASTROPHIZING
"EVERY TIME I TRY SOMETHING NEW, I FAIL.",OVERGENERALIZATION
My friend stopped talking because I must have done something wrong.!!!??,PERSONALIZATION
"   If my project fails, everything I've worked for will be pointless. 	  ",CATASTROPHIZING
