text,label
"My team lost today, so we can never win.!!!))",overgeneralization
"A bad grade will destroy all my chances of succeeding.!!!,,",catastrophizing
The project failed because I wasn't capable enough.!!!@@@,personalization
"She sounded tired, so she must be bored of talking to me.!!!&",mind_reading
"I got sick once after eating there, so that restaurant always makes people sick.!!!}",overgeneralization
The project requires Python and a database.!!!*,none
The temperature dropped significantly overnight.!!!;,none
Missing this deadline means my career is finished.!!!%%,catastrophizing
"If I fail this exam, my entire life is over.!!!`",catastrophizing
"If I get rejected, I'll never find another opportunity.!!!??",catastrophizing
"My first attempt didn't work, so the idea is useless.!!!=",overgeneralization
He read my message and didn't respond because he's annoyed with me.!!!//,mind_reading
"I was late today, so I'm always irresponsible.!!!{",overgeneralization
"If I lose this job, I'll never recover.!!!\",catastrophizing
The audience was quiet because they didn't like my presentation.!!!))),mind_reading
The team missed the deadline because I wasn't good enough.!!!))),personalization
"I made a mistake at work, so I'm bad at my job.!!!@@@",overgeneralization
I made one mistake in the presentation.!!!---,none
<p>My parents argued because I caused too much stress.</p>,personalization
THE EVENT FAILED BECAUSE I ORGANIZED IT POORLY.,personalization
The meeting went badly because I ruined it for everyone.!!![[[,personalization
A small mistake here could completely ruin everything.!!!||,catastrophizing
He walked past without saying hello because he is mad at me.!!!`,mind_reading
"I made one awkward comment, so I ruin every conversation.!!!***",overgeneralization
"She sounded tired, so she must be bored of talking to me.!!!::",mind_reading
"If I lose this competition, all my hard work was worthless.!!!]]]",catastrophizing
He didn't reply because he must be angry with me.!!!\\,mind_reading
My colleague made a mistake because I didn't explain things well enough.!!!///,personalization
"<div>If I fail this exam, my entire life is over.</div>",catastrophizing
"The bus was delayed because of traffic.!!!""",none
One bad semester means my whole degree is a failure.!!!::,overgeneralization
One mistake will completely ruin my future.!!!$,catastrophizing
"If I lose this competition, all my hard work was worthless.!!!-",catastrophizing
"If my project fails, everything I've worked for will be pointless.!!!]]",catastrophizing
One bad semester means my whole degree is a failure.!!!],overgeneralization
One mistake will completely ruin my future.!!!{{{,catastrophizing
"One person rejected my idea, so people hate my ideas.!!!,",overgeneralization
The party was awkward because I made everyone uncomfortable.!!!#,personalization
The audience was quiet because they didn't like my presentation.!!!{,mind_reading
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!//",catastrophizing
"The interviewer looked serious, so they probably hated my answers.!!!///",mind_reading
"I made one awkward comment, so I ruin every conversation.!!!]]",overgeneralization
"The interviewer looked serious, so they probably hated my answers.!!!???",mind_reading
The party was awkward because I made everyone uncomfortable.!!!))),personalization
A small mistake here could completely ruin everything.!!!}},catastrophizing
One failed interview means my career is doomed.!!!))),catastrophizing
"If I get rejected, I'll never find another opportunity.!!!&",catastrophizing
"They didn't invite me because they don't want me around.!!!""""""",mind_reading
The interview lasted about forty minutes.!!!**,none
The customer was unhappy because I handled the situation badly.!!!...,personalization
<div>My friend cancelled because I must have offended him.</div>,mind_reading
"She was quiet during dinner, so she must be upset with me.!!!&&&",mind_reading
He is in a bad mood because of me.!!!((,personalization
"If I miss this opportunity, my future is ruined.!!!??",catastrophizing
It rained on our trip because I planned it badly.!!!!!!,personalization
"Every time I try something new, I fail.!!!~",overgeneralization
The restaurant was crowded on Saturday.!!!//,none
She smiled at everyone except me because she dislikes me.!!!\\,mind_reading
"If I don't get into this college, my life will be a disaster.!!!``",catastrophizing
Nobody ever listens to what I say.!!!&&&,overgeneralization
"My friend forgot my birthday, so she never cares about me.!!!__",overgeneralization
"One bad semester means my whole degree is a failure.!!!""",overgeneralization
<p>She is having a bad day because I upset her.</p>,personalization
My friend saw my message but didn't answer because she wants to ignore me.!!!),mind_reading
"I failed one exam, so I will always fail.!!!&&",overgeneralization
<div>One bad semester means my whole degree is a failure.</div>,overgeneralization
The train arrived ten minutes late today.!!!%%,none
"<p>She sounded tired, so she must be bored of talking to me.</p>",mind_reading
<p>I submitted my application before the deadline.</p>,none
"The group didn't finish on time because I wasn't useful enough.!!!""""""",personalization
She changed her major after her second year.!!!###,none
The recruiter hasn't replied because they think I'm unqualified.!!!...,mind_reading
"I got sick once after eating there, so that restaurant always makes people sick.!!!::",overgeneralization
The group didn't finish on time because I wasn't useful enough.!!!((,personalization
The audience was quiet because they didn't like my presentation.!!!'',mind_reading
Everyone became quiet because I said something wrong.!!!_,personalization
The party was awkward because I made everyone uncomfortable.!!!%%,personalization
One rejection could mean I have no future in this field.!!!||,catastrophizing
Everyone in my class is smarter than me.!!!.,overgeneralization
"They laughed after I spoke, so they were definitely laughing at me.!!!##",mind_reading
The library closes at eight in the evening.!!!_,none
"If my presentation fails, nobody will ever trust me again.!!!###",catastrophizing
I prefer tea to coffee.!!!%,none
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!''",catastrophizing
The train arrived ten minutes late today.!!!`,none
Our team lost because I didn't play well enough.!!!{,personalization
He read my message and didn't respond because he's annoyed with me.!!!..,mind_reading
The train arrived ten minutes late today.!!!**,none
People from that college are all arrogant.!!!!!!,overgeneralization
He is in a bad mood because of me.!!!**,personalization
One failed interview means my career is doomed.!!!^^,catastrophizing
The temperature dropped significantly overnight.!!!>>,none
The interview lasted about forty minutes.!!!;,none
Nobody ever listens to what I say.!!!]]],overgeneralization
"If I embarrass myself today, I'll never be able to face these people again.!!!(((",catastrophizing
One bad semester means my whole degree is a failure.!!!_,overgeneralization
"if i fail this exam, my entire life is over.",catastrophizing
<div>People from that college are all arrogant.</div>,overgeneralization
"Nobody ever listens to what I say.!!!,,",overgeneralization
"One project failed, so none of my projects will ever work.!!!\\\",overgeneralization
My roommate closed the door because he doesn't want to talk to me.!!!((,mind_reading
The presentation was boring because I couldn't make it interesting.!!!`,personalization
"The interviewer looked serious, so they probably hated my answers.!!!<<",mind_reading
He didn't reply because he must be angry with me.!!![[,mind_reading
"I made one awkward comment, so I ruin every conversation.!!!///",overgeneralization
Portugal has never won the FIFA World Cup.!!!>>>,none
The bus was delayed because of traffic.!!!#,none
"My first attempt didn't work, so the idea is useless.!!!$$$",overgeneralization
He is in a bad mood because of me.!!!\,personalization
The bus was delayed because of traffic.!!!<,none
The project requires Python and a database.!!!(((,none
A small mistake here could completely ruin everything.!!!++,catastrophizing
"I made one awkward comment, so I ruin every conversation.!!!{{",overgeneralization
"She looked away, so she probably thinks I'm boring.!!!,,,",mind_reading
"She sounded tired, so she must be bored of talking to me.!!!))",mind_reading
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!==",catastrophizing
"If this relationship ends, I'll never be happy again.!!!~~",catastrophizing
Portugal has never won the FIFA World Cup.!!!===,none
The interview lasted about forty minutes.!!![,none
She is having a bad day because I upset her.!!!{{{,personalization
A small mistake here could completely ruin everything.!!!%,catastrophizing
My roommate closed the door because he doesn't want to talk to me.!!!==,mind_reading
"If this relationship ends, I'll never be happy again.!!!?",catastrophizing
The interview lasted about forty minutes.!!!&&&,none
She smiled at everyone except me because she dislikes me.!!!+,mind_reading
He chose another teammate because he thinks I'm useless.!!!<,mind_reading
"If I embarrass myself today, I'll never be able to face these people again.!!!@@",catastrophizing
"She was quiet during dinner, so she must be upset with me.!!!???",mind_reading
"I failed one exam, so I will always fail.!!!^^",overgeneralization
The recruiter hasn't replied because they think I'm unqualified.!!!',mind_reading
The train arrived ten minutes late today.!!!|||,none
"Every time I try something new, I fail.!!!`",overgeneralization
"One project failed, so none of my projects will ever work.!!!<<",overgeneralization
